"LabCode","SamplingLocation"
"----","H-27, No.3, H-57, No.2, H-18, No.7, H-44, No.6　3ｃ2ｂ, H-21, No.5, H-52, No.4, H-57, No.1, 炭窯１　埋土層, 第3調査区3地点　Ⅳb層　C14-3, 第1調査区5地点泥層中部　C14-5, 第1調査区5地点泥層最下部　C14-6, 第3調査区7地点　Ⅳb層　C14-4, 第3調査区1地点　Ⅲc層最上部付近に倒木していた丸太材　C14-2, 第3調査区1地点　Ⅲc層底部　C14-1, 炭窯２　埋土層, 燃焼室内炭層　14C-4, 灰原SW　14C-5, 焚口畦炭層　14C-6, 燃焼室内炭層　14C-3, 焚口畦炭層　14C-2, SK2120, 燃焼室内炭層　14C-1"
"09R0912","試料A　Aトレンチ7区純貝層,重量約10g"
"09R0913","試料B　Aトレンチ7区純貝層,重量約10g"
"09R0914","試料C　Aトレンチ7区純貝層,重量約3g"
"PLD-9913","A区　SK0515"
"PLD-9914","A区　SE0935"
"PLD-9915","A区　SD0936"
"PLD-9916","A区　SD1014"
"PLD-9917","A区　SE1110"
"PLD-9918","B区　SP0090"
"PLD-9919","C区　SK1672"
"PLD-9920","C区　SK1678"
"PLD-9921","C区　SK1685"
"PLD-9922","D区　SP1265"
"PLD-9923","SB58"
"PLD-9924","F09"
"PLD-9925","ボーリング地点1"
"PLD-9927","B区　標高4.96m　黒色粘土層"
"PLD-9928","B区　標高5.68m　黒色粘土層"
"PLD-9929","B区　標高6.08m　黒褐色粘土層"
"PLD-9930","B区　標高6.34m　黒褐色粘土層"
"PLD-9931","B区　標高4.53m　黒色粘土層"
"PLD-9938","C区　標高5.75m　砂質シルト層"
"PLD-9939","C区　標高6.08m　黒褐色粘土層"
"PLD-9940","C区　標高4.60m　細礫混じり極粗粒砂層"
"PLD-9941","C区　標高4.68m　細礫混じり極粗粒砂層"
"PLD-9942","C区　標高5.41m　灰色砂質シルト層"
"PLD-9943","C区　標高5.55m　粘土質シルト層"
"PLD-9964","HP01カマド　カマドの焼土上より採取　南新川, No.1"
"PLD-9965","HP01カマド西側　カマドの焼土上より採取　南新川, No.2"
"PLD-9966","HP01　焼失住居の炭化材（試料42）　南新川, No.3"
"PLD-9967","HP01　焼失住居の炭化材（試料27）　南新川, No.4"
"PLD-9968","SI-067　焼失住居床面"
"PLD-9969","SI-067　焼失住居床面"
"PLD-9970","SI-067　焼失住居床面"
"PLD-9974","SE-12　中層"
"PLD-9975","SE-102"
"PLD-9976","SK-110"
"PLD-9978","木材,30BC - 26BC"
"PLD-9979","木材,25BC - 21BC"
"PLD-998","試料№:3　トレンチ2-4層　自然木"
"PLD-9980","木材,20BC - 16BC"
"PLD-9981","木材,15BC - 11BC"
"PLD-9982","木材,10BC - 6BC"
"PLD-9983","木材,5BC - 1BC"
"PLD-9984","木材,AD1 - AD5"
"PLD-9985","木材,AD6 - AD10"
"PLD-9986","木材,AD11 - AD15"
"PLD-9987","木材,AD16 - AD20"
"PLD-9988","木材,AD21 - AD25"
"PLD-9995","SH010 　1層　柱材"
"PLD-9996","SH010 　1層　柱材"
"PLD-9997","SH010 　1層　柱材"
"PLD-9998","SDc31　大溝最下層　杭"
"PLD-9999","SDc31　大溝最下層　杭"
"PLD~5995","1面2号建物"
"PLD−959","標高-1.7m"
"PLD18178","08Eb区　標高2.20m　褐色粘土混じり細粒砂層"
"PLD4688","SD1　X127Y60　下層"
"PLD4689","SD1　X128Y63　下層"
"PLN-926701","A区　水田区画1　Ⅲ層"
"PLN-926702","A区　水田区画2　Ⅲ層"
"PLN-926703","B区　水田区画5　Ⅲ層"
"PLN-926704","A区　水田区画9　Ⅳ層"
"PLN-926705","A区　水田区画9　Ⅳ層"
"PLN-926706","A区　畦畔4　Ⅳ層"
"PLN-926707","A区　畦畔4　Ⅳ層"
"PLN-926708","A区　水田区画10　Ⅳ層"
"PLN-926709","B区"
"PLN-926710","B区　流路5　1層"
"PLN-932003","溝8下層　棒状資料"
"PLN-932004","溝8下層　材片資料"
"PLN-9580001","SB352 EP1"
"PLN-9580002","E区　SB352 EP7"
"PLN-9580003","E区　SB350 EB5"
"PLN-9580004","E区　SB350 EB10"
"PLN-9580005","E区　SB351 EB1"
"PLN-9580006","E区　SB351 EB8"
"PLN-9580007","E区　SP563"
"PLN-9580008","E区　SP565"
"PLN-9580009","E区　SP600"
"PLN-9580010","E区　SP800"
"PLN-9580011","E区　SP801"
"PLN-9580012","E区　SP802"
"PLN-9580013","E区　SP1324"
"PLN-9580014","E区　SP1328"
"PLN-9580015","E区　SP1371"
"PLN-9580016","E区　SP1382"
"PLN-9580017","E区　SP1385"
"PLN-9580018","F区　SB1001 EB1060"
"PLN-9580019","F区　SB1001 EB1201"
"PLN-9580020","F区　SK1183"
"PLN-959801","SD4　炭"
"PLN-959802","SD4　ワラのようなもの"
"PLN-959803","SD5a　炭"
"PLN-959804","SX26炭化物集中地点　ワラのようなもの"
"PLN-959805","SH1001　3と4の間のベルト"
"PLN-959806","SH1001　3と4の間のベルト"
"PLN-959807","SX1140炭化物集中地点"
"PLN-959808","SX1184土坑"
"PLN-959809","SX1248　"
"PLN-959810","SX1263北炭化物集中箇所"
"PLN-959811","AI-17東側旧河川の覆土上層　漆器木椀"
"PLN-959812","SD4　To-aテフラ上　自然木"
"PLN-959813","SD4　To-aテフラ下　自然木"
"PLN-959814","SH-81　木棺"
"PLN-959815","SH1044　東ベルト上　木棺墓"
"PLN-959816","東側旧河川底部　木柱"
"PLN-959817","東側旧河川底部　自然木"
"PLN-959818","溝底部付近　杭"
"PLN-959819","包含層Ⅳ層　柱"
"PLN-959820","東側旧河川　覆土中層　加工木"
"PLN-959901","SQ1001赤焼土器焼成遺構"
"PLN-959902","SQ1018赤焼土器焼成遺構"
"PLN-959903","SQ1024赤焼土器焼成遺構"
"PLN-959904","SQ1026赤焼土器焼成遺構"
"PLN-959905","SQ1033木炭窯"
"PLN-959906","SX1034"
"PLN-959907","SQ1040赤焼土器焼成遺構"
"PLN-959908","SQ1044赤焼土器焼成遺構"
"PLN-959909","SQ1049赤焼土器焼成遺構"
"PLY-930901","3区Ⅶ層"
"PMNU-0014","試料名:№1　B1区　旧第3試掘坑の壁面､赤色火山灰下の黒褐色スコリア層混入"
"PMNU-0015","試料名:№2　D区　高原スコリア直下層"
"SI-93","第十三号竪穴"
"SUJ-192","測定番号:SUJ-192 第3次区(深町1)　3区第Ⅵa層(最下部) 　Grid:3-B1　泥炭層内などの試料"
"SUJ-221","測定番号:SUJ-221　第5次区(京田1)　5区第4a層(最上部)　Grid:5-F10　水成層(海成層など)内の試料"
"SUJ-260","測定番号:SUJ-260 第8次区(諸田3)　8区第4a層(最下部)　Grid:8-B4　水成層(海成層など)内の試料"
"TERRA-010604a 13","青灰色砂質層　I５"
"TERRA-010604a 17","試料名:2001-1人骨　第1号甕棺墓　"
"TERRA-010604a 3","青灰色砂質層　I５"
"TERRA-010604a 4","Ⅱb層　J17　"
"TERRA-010604a 5","Ⅴc層　J50"
"TERRA-010605a 18","試料名:2001-2人骨　第1号土壙墓　"
"TERRA-010606a 19","試料名:2001-3人骨　第2号土壙墓　"
"TERRA-010607a 23","試料名:2002-1人骨　第3号土壙墓　"
"TERRA-010608a 24","試料名:2002-2人骨　第4号土壙墓"
"TERRA-010610a 25","試料名:2002-5人骨　第6号土壙墓"
"TERRA-010612a 26","試料名:2002-8-A人骨　第9号土壙墓"
"TERRA-010613a 27","試料名:2002-9人骨　第4号石棺墓"
"TERRA-010614a 28","試料名:2002-10人骨　第10号土壙墓"
"TERRA-010614a 29","試料名:2002-11人骨　第11号土壙墓"
"TERRA-011904a 13","青灰色砂質層　I５"
"TERRA-062001c07","SK123a"
"TERRA-062001c08","SK123b"
"TERRA-082599a29","1号人骨"
"TERRA-082599a30","2号人骨, 6号人骨"
"TERRA-082599a37","3号人骨"
"TERRA-082599a38","5号人骨"
"TERRA-082699a26","----"
"TERRA-082699a27","----"
"TERRA-082699a28","----"
"TERRA-082699a29","----"
"TERRA-112202a16","6号人骨"
"TERRA-112202a19","5号人骨"
"TERRA-120100a34","SK076"
"TERRA-120100a35","SK078"
"TERRA-120100a36","SK083"
"TERRA-120100a38","SK087"
"TERRA-121903b 28","Ⅱb層　J13"
"TERRA-121903b 29","Ⅱc層　J12"
"TERRA-121903b 30","Ⅱe層　J76"
"TERRA-121903b 33","Ⅲa層　J10"
"TERRA-121903b 34","Ⅲc層　J60"
"TERRA-121903b 35","Ⅴa層　J13"
"TERRA-121903b 36","Ⅴc層　J50"
"TERRA-121903b 37","Ⅴd層　J49"
"TERRA-121903b 38","Ⅴe層　J45"
"TERRA-121903b 39","Ⅵe層　J18"
"TERRA-578#10","住居跡,道路32号"
"TERRA-BO5219927","成人女性　肋骨"
"TG106080","不明"
"TG106081","不明"
"TG106082","不明"
"TH-010","小盆地衣の泥炭中に埋没"
"TH-040","小盆地衣の泥炭中に埋没"
"TH-041","遺跡の立地する傾位段丘面の凹地に田遺跡"
"TH-1205","発掘区南東側　EP51pit　地表下140cm"
"TH-1400","遺物包含層　地表下約50〜60cm"
"TH-298","14a層"
"TH-300","10b層"
"TH-302c","bL8d層"
"TH-304b","bL4c層"
"TH-305b","4h層"
"TH-355","‐1m a.s.1."
"TH-650","第26次調査　深さ135〜137cm"
"TH-651","第26次調査　深さ262〜264cm"
"TH-8201LS","21号溝　灰白色火山灰直下層"
"TK-572","A区　丸木橋状遺構"
"TK-573","A区　溝状遺構"
"TK-574","A区　丸木橋状遺構"
"TK-575","C区　黒色粘土層(5層)"
"TK-576","C区　黒色粘土層(5層)"
"TK-577","D1区　黒色粘土層(4層)"
"TK-578","D2区　黒色粘土層(8層)"
"TK-579","D2区　黒色粘土層(8層)"
"TK-580","D2区　黒色粘土層"
"TK-768","第2号住居址"
"TK875","第1号炉址およびその周囲"
"Tka","木道"
"TKa--4326","3号人骨"
"Tka-11665","SH10　2号柱根　内側"
"Tka-11670","SH10　1号柱根　ほぞ穴"
"Tka-11681","SH10　1号柱根　穴の端"
"Tka-11684","SH10　1号柱根　穴の奥"
"Tka-11698","SH10　2号柱根　外側"
"Tka-11727","SH10　2号柱根　外側精製"
"Tka-11782","D地区リー5･001 10･11号住居址"
"Tka-11791","D地区リー5･001 10･11号住居址"
"Tka-11799","D地区リー5･001 10･11号住居址"
"Tka-12295","6a層"
"Tka-12296","6b層"
"Tka-12297","16層"
"Tka-12298","18層"
"Tka-12299","21a層"
"Tka-12300","21b層"
"Tka-12301","21c層"
"Tka-12302","周溝墓周辺"
"TKa-12327","SI10"
"TKa-12328","SI45"
"Tka-12416","周溝墓周辺"
"Tka-12426","第1号掘立柱建物跡　108号土坑"
"Tka-12427","第1号掘立柱建物跡　106号土坑"
"Tka-12428","第1号掘立柱建物跡　110号土坑"
"Tka-12430","古墳時代河道、D9-520"
"Tka-12431","古墳時代河道支流、H12-441"
"Tka-12433","第1号埋設土坑埋設土師器直下"
"Tka-12482","第2号竪穴建物1号ピット"
"Tka-12600","古墳時代河道、D9-483"
"Tka-13022","谷部(シルト層)杭列⑥東側　D5-35"
"Tka-13023","谷部(シルト層)杭列⑥東側　D5-81"
"Tka-13024","谷部(シルト層)杭列⑥西側　D3-222"
"Tka-13025","谷部(シルト層)杭列⑥西側　D3-228"
"Tka-13026","谷部(シルト層)杭列⑥東側　D4-355"
"Tka-13027","谷部(有機質層)　谷部流路　F3-493"
"Tka-13028","谷部(砂礫層)　下底面　G3-1607"
"Tka-13050","谷部(シルト層)　谷部開口部　E5-13"
"Tka-13051","谷部(シルト層)杭列①西側　G3-140"
"Tka-13052","谷部(シルト層)杭列①西側　G3-198"
"Tka-13053","谷部(シルト層)　谷部開口部　D4-230"
"Tka-13054","谷部(シルト層)杭列⑥東側　D3-261"
"Tka-13055","谷部(シルト層)杭列①西側　G3-291"
"Tka-13133","谷部(有機質層)　谷部流路　F3-417"
"Tka-13134","谷部(有機質層)　須恵層　G4-1288"
"Tka-13135","谷部(有機質層)　須恵層　G4-1378"
"Tka-13136","谷部(砂礫層)　下底面　G3-1606"
"Tka-13147","鍛冶工房01号鍛冶炉　2ピット"
"Tka-13148","H7号住居　かまど"
"Tka-13219","鍛冶工房01号鍛冶炉　内部"
"Tka-13220","鍛冶工房12号鍛冶炉　内部"
"Tka-13221","鍛冶工房廃滓場　鉄滓付着炭化物"
"Tka-13253","谷部(シルト層)杭列①西側　G3-77"
"Tka-13254","谷部(シルト層)杭列①西側　G3-556"
"Tka-13255","谷部(シルト層)杭列①東側　G4-36"
"Tka-13256","谷部(シルト層)杭列①東側　G4-39"
"Tka-13428","SI1　最下層8層中古式土師器の間に挟まれて出土"
"Tka-13682","土偶234胎土　断面"
"Tka-13683","土偶234胎土　断面"
"Tka-13771","第1号竪穴住居跡　炉に配置された完形土器内部の土壌中"
"Tka-13772","第1号竪穴住居跡　炉に配置された完形土器内部の土壌中"
"Tka-13773","第1号竪穴住居跡　炉に配置された完形土器内部の土壌中"
"Tka-13774","第1号竪穴住居跡　炉に配置された完形土器内部の覆土中"
"Tka-13775","第1号竪穴住居跡　炉に配置された完形土器内部の覆土中"
"Tka-13776","第1号竪穴住居跡　炉の焼土内(焼土上部)"
"TKa-13787","13トレンチⅡ層上面①"
"TKa-13788","13トレンチⅡ層上面③"
"Tka-13823","第1号竪穴住居跡　住居跡覆土1層(位置は中央部)"
"Tka-13824","第1号竪穴住居跡　炉の焼土内(焼土上部)"
"Tka-13825","第1号竪穴住居跡　炉の焼土内(焼土上部)"
"Tka-13826","第1号竪穴住居跡　周溝6(セクション面)"
"Tka-13827","第1号竪穴住居跡　周溝6(セクション面)"
"TKa-13836","抽　I668　集落内　溝24"
"Tka-13922","36T　濠1覆土"
"Tka-13923","36T　Ⅲa層覆土"
"Tka-13925","20T竪堀2　覆土"
"Tka-13926","30T　濠4　覆土"
"Tka-13927","30T　濠5　覆土"
"Tka-13988","3トレンチ水場遺構"
"Tka-13989","3トレンチ水場遺構"
"Tka-13990","3トレンチ水場遺構"
"Tka-13991","3トレンチ水場遺構"
"Tka-14095","第2号竪穴住居跡　覆土"
"Tka-14096","第2号竪穴住居跡　覆土(板石横完形土器に近接)"
"Tka-14097","第2号竪穴住居跡　床面直上"
"Tka-14098","第2号竪穴住居跡　炉の焼土内"
"Tka-14099","第2号竪穴住居跡　炉の焼土内"
"Tka-14100","第2号竪穴住居跡　炉の焼土内"
"Tka-14101","第2号竪穴住居跡　炉の焼土内"
"Tka-14102","Ⅰ区東西トレンチ堆積物最下部　泥炭中"
"Tka-14128","SX02植物遺体集積"
"Tka-14129","SX02植物遺体集積"
"Tka-14130","第2号竪穴住居跡　床面直上"
"Tka-14131","第2号竪穴住居跡　床面直上"
"Tka-14134","Ⅰ区東西トレンチ堆積物下部"
"Tka-14202","FA50-01竪穴建物跡"
"Tka-14203","FB52-04竪穴建物跡"
"Tka-14204","FC48-01竪穴建物跡　FD48-11"
"Tka-14205","FC48-01竪穴建物跡　FC48-11"
"Tka-14206","FC48-01竪穴建物跡"
"Tka-14207","FC48-01竪穴建物跡　FE48-01竪穴建物跡"
"Tka-14208","FC50-2掘立柱建物跡　柱穴24"
"Tka-14211","FC48掘立柱建物跡　柱穴37　3層"
"Tka-14212","FC48掘立柱建物跡　柱穴45　1層"
"Tka-14213","FA-52-05竪穴建物跡　FA54-32"
"Tka-14214","FB54-01竪穴建物跡　柱穴1"
"Tka-14253","FC50-1掘立柱建物跡　柱穴25"
"TKa-14324","1号人骨"
"TKa-14325","2号人骨"
"TKa-14327","6号人骨"
"TKa-14328","8号人骨"
"TKa-14329","12号人骨"
"TKa-14330","ホ号人骨"
"TKa-14331","----"
"TKa-14332","E地点　1号人骨"
"TKa-14334","----"
"TKa-14335","7号人骨"
"TKa-14336","ハ号人骨"
"TKa-14337","第5地点"
"TKa-14338","第5地点 Si49"
"TKa-14339","----"
"TKa-14341","----"
"TKa-14342","----"
"TKa-14343","----"
"TKa-14344","----"
"TKa-14345","----"
"TKa-14346","----"
"TKa-14347","----"
"TKa-14348","----"
"TKa-14349","----"
"TKa-14360","29号竪穴建物跡"
"TKa-14361","H2号竪穴建物跡"
"TKa-14362","ⅤⅡ-22G貝層"
"TKa-14363","D地点4号住居址　貝層"
"Tka-14403","ゾーンⅣ　上部ローム層"
"Tka-14436","2007年度調査　ブロック1　Ⅲ層上部　包含層, 07YZ-1"
"Tka-14437","2007年度調査　ブロック1　Ⅲ層上部　包含層, 07YZ-2"
"Tka-14439","2007年度調査　ブロック1　Ⅲ層上部　包含層, 07YZ-5"
"Tka-14557","第59号住居跡"
"Tka-14569","SD1077　"
"Tka-14570","SD1377"
"Tka-14571","SK2120　Combine(結合)"
"Tka-14573","SX2001　漆容器内"
"TKa-14577","第59号住居跡"
"TKa-14578","第59号住居跡"
"Tka-14617","ゾーンⅣ　上部ローム層"
"Tka-14685","SB6315 P5"
"Tka-14686","SE6011　西隅柱"
"Tka-14687","SE6098　側板"
"Tka-14855","37B9　Ⅶ層"
"Tka-14856","37B24　Ⅶ層"
"Tka-14857","37B3　Ⅶ層"
"Tka-14858","35A18　Ⅶ層"
"Tka-14859","34A19　Ⅶ層"
"Tka-15055","第4号竪穴住居跡炉の内部"
"Tka-15056","第4号竪穴住居跡　炉の内部"
"Tka-15067","地点№:8　コア番号:H13-BP②　掘削孔高:1.84ｍ　深度:-2.50m　標高:-0.66ｍ　試料№:AK-1　"
"Tka-15070","地点№:10　コア番号:H13-BP⑤　掘削孔高:1.54ｍ　深度:-2.40m　標高:-0.83ｍ　試料№:AK-4　"
"Tka-15071","地点№:10　コア番号:H13-BP⑤　掘削孔高:1.57ｍ　深度:-2.90m　標高:-1.33ｍ　試料№:AK-5　"
"Tka-15072","地点№:10　コア番号:H13-BP⑤　掘削孔高:1.57ｍ　深度:-4.07m　標高:-2.50ｍ　試料№:AK-6　"
"Tka-15075","地点№:21　コア番号:H13-BP⑮　掘削孔高:2.57ｍ　深度:-4.07m　標高:-2.13ｍ　試料№:AK-9　"
"Tka-15076","地点№:30　コア番号:H14-BP③　掘削孔高:2.51ｍ　深度:-2.86m　標高:-0.35ｍ　試料№:AK-10　"
"Tka-15077","地点№:30　コア番号:H14-BP③　掘削孔高:2.51ｍ　深度:-3.44m　標高:-0.93ｍ　試料№:AK-11　"
"Tka-15078","地点№:30　コア番号:H14-BP③　掘削孔高:2.51ｍ　深度:-4.68m　標高:-2.17ｍ　試料№:AK-12　"
"Tka-15081","地点№:34　コア番号:H14-BP⑦　掘削孔高:2.84ｍ　深度:-3.40m　標高:-0.56ｍ　試料№:AK-15　"
"Tka-15082","地点№:34　コア番号:H14-BP⑦　掘削孔高:2.84ｍ　深度:-4.67m　標高:-1.83ｍ　試料№:AK-16　"
"Tka-15083","地点№:34　コア番号:H14-BP⑦　掘削孔高:2.84ｍ　深度:-4.91m　標高:-2.07ｍ　試料№:AK-17　"
"Tka-15085","地点№:58　コア番号:H15-a　掘削孔高:2.14ｍ　深度:-2.55m　標高:-0.41ｍ　試料№:AK-19　"
"Tka-15086","地点№:58　コア番号:H15-a　掘削孔高:2.14ｍ　深度:-3.25m　標高:-1.11ｍ　試料№:AK-20　"
"Tka-15087","地点№:58　コア番号:H15-a　掘削孔高:2.14ｍ　深度:-4.12m　標高:-1.98ｍ　試料№:AK-21　"
"Tka-15088","地点№:60　コア番号:H14-a-1　掘削孔高:2.85ｍ　深度:-6.06m　標高:-3.21ｍ　試料№:AK-22　"
"Tka-15089","地点№:60　コア番号:H14-a-1　掘削孔高:2.85ｍ　深度:-7.38m　標高:-4.53ｍ　試料№:AK-23　"
"Tka-15091","地点№:60　コア番号:H14-a-1　掘削孔高:2.85ｍ　深度:-7.76m　標高:-4.91ｍ　試料№:AK-25　"
"Tka-15094","地点№:81　コア番号:H15-BP②-1　掘削孔高:2.85ｍ　深度:-5.12m　標高:-2.27ｍ　試料№:AK-28　"
"Tka-15095","地点№:104　コア番号:H16-BP①　掘削孔高:3.43ｍ　深度:-5.93m　標高:-2.50ｍ　試料№:AK-29　"
"Tka-15097","地点№:128　コア番号:H17-5　掘削孔高:3.41ｍ　深度:-2.85m　標高:0.56ｍ　試料№:AK-31　"
"Tka-15098","地点№:128　コア番号:H17-5　掘削孔高:3.41ｍ　深度:-4.38m　標高:-0.97ｍ　試料№:AK-32　"
"Tka-15175","B区斜面側木材No.40の下の堆積物ブロック資料を採取　基底部の巨円礫層直上から木材直下まで27cm　最下部より高さ0〜7cm"
"Tka-15176","B区斜面側木材No.40の下の堆積物ブロック資料を採取　基底部の巨円礫層直上から木材直下まで27cm　12〜17cm"
"Tka-15177","B区斜面側木材No.40の下の堆積物ブロック資料を採取　基底部の巨円礫層直上から木材直下まで27cm　22〜27cm"
"Tka-15200","B区え-1･2グリッド　基底部巨円礫層の直上からブロック資料を採取　灰褐色泥炭質シルト層4層"
"Tka-15204","E6-16　地点上げ"
"Tka-15205","G5-156　地点上げ"
"Tka-15206","G6-11　地点上げ"
"Tka-15229","試料番号:SE-2　国道2区　SK211　"
"Tka-15230","試料番号:SE-4　国道2区　SK258"
"Tka-15231","試料番号:SE-6　国道3区　SK287"
"Tka-15232","試料番号:SE-7　第4次　　SK462"
"Tka-15233","試料番号:SE-8　 第4次　P994"
"Tka-15359","D-1-2　上部泥炭層　D区01グリッド-2西側　2層草本泥炭"
"Tka-15385","A6-3グリッド　6層"
"Tka-15386","A6-2グリッド　6層"
"Tka-15449","2010年度A地区出土ロ-17グリッド"
"Tka-15450","2010年度A地区出土ロ-17グリッド"
"Tka-15451","2010年度A地区出土ロ-17グリッド"
"Tka-15530","2011年度F区　　28グリッド水田直下泥炭(4層)　木胎漆器"
"Tka-16649","SAOHB-1027　H4　ⅢE層"
"TKA-17217","5区J1住一括"
"TKA-17225","資料ID:S-4405　資料名:CBFB C20　遺構80小竪穴"
"TKA-18368･pal-10789","取上№972　"
"TKA-18370･pal-10791","取上№161　ブタ埋葬遺構　"
"TKA-18372･pal-10793","H28　トレンチ1　SJ1　2層№286"
"TKA-18386･pal-10807","SS5遺構出土　遺物番号:146"
"TKA-18387･pal-10808","住居跡(SI24)の炉出土　遺物番号:508"
"TKA-18388･pal-10809","SS6遺構出土　遺物番号:79　"
"TKA-18389･pal-10810","SK32遺構出土　遺物番号:6"
"TKA-19331","試料番号:KNSOH-19154"
"TKA-19332","試料番号:KNSOH-19324"
"TKA-19333","試料番号:KNSOH-19460"
"TKA-19334","試料番号:KNSOH-19789"
"TKA-19335","試料番号:KNSOH-20306"
"TKA-19336","試料番号:KNSOH-19670"
"TKA-19337","試料番号:KNSOH-19834"
"TKA-19345","1号人骨"
"TKA-19347","3号人骨"
"TKA-19408","試料番号:KNSOH-19306"
"TKA-19409","試料番号:KNSOH-19312"
"TKA-19410","試料番号:KNSOH-10763"
"TKA-19558","試料番号:KNSOH-15219"
"TKA-19938","９６Ｔ２号住下層"
"TKA-19939","９６Ｔ２号住下層"
"TKA-19940","９６Ｔ２号住下層"
"TKA-21372","還礫方形配石遺構　発泡スチロール炭化材"
"TKA-21374","還礫方形配石遺構　tan1"
"TKA-21375","上面の配石遺構　tan2"
"TLS-73030","配石遺構の下　方形住居址"
"TO-5794","サンプルA　G-12グリッド　第3層　0/10"
"TO-5795","サンプルB G-12グリッド　第3層　0/10"
"TO-7723","南地区･B地区･第4号墓 人骨№13　サンプル1"
"TO-7724","南地区･B地区･第4号墓　人骨№22　サンプル2"
"UGAMS-01301","試料番号:06R0165　祭祀遺構"
"UGAMS-11880","試料番号:12R0152　3区竪穴住居跡(H1)の炉跡出土"
"UGAMS-11881","試料番号:12R0153　1号土坑(D1)の出土炭化物"
"UGAMS-11882","試料番号:12R0154　6号土坑(D6)の出土炭化物"
"UGAMS-12535","サンプル1　KTSD　SI-08　炭化物サンプリング　014.08.21 試料番号:14R0872, サンプル2　KTSD　№568　SI-02　炭化材　C-14　サンプル014.09.16 試料番号:14R0873"
"UGAMS-R00722","深度:1.15m"
"UGAMS-R00723","深度:3.67m"
"UGAMS-R02631","試料番号:07R0713　2区南東G第2水面田検出"
"Y-40101","報告書資料番号:558 木樋(500X50X5)"
"Y-40102","報告書資料番号:557　胴木(425X40X5)"
"Y-40103","報告書資料番号:556　胴木(315X25X5)"
"Y-40104","報告書資料番号:555　胴木(270X20X2)"
"Y-40601","報告書資料番号:519　遺物№104"
"Y-40602","報告書資料番号:551　遺物№261"
"Y-40603","報告書資料番号:514　遺物№307"
"Y-40604","報告書資料番号:545　遺物№569"
"Y-40605","報告書資料番号:544　遺物№755"
"YU-1775","土器敷き12層　AP11区12層　土器敷き下面"
"YU-1776","河道C 7L層　上流自然木　1-5年輪"
"YU-1777","河道C 7L層　上流自然木　11-15年輪"
"YU-1778","河道C 7L層　上流自然木　31-35年輪"
"YU-1779","河道C 7L層　上流自然木　51-55年輪"
"YU-1780","河道C 7L層　上流自然木　71-75年輪"
"YU-1781","河道C 7L層　上流自然木　91-94年輪"
"YU-1782","河道C 8層　下流自然木 1-5年輪"
"YU-1783","河道C 8層　下流自然木 21-25年輪"
"YU-1784","河道C 8層　下流自然木 41-45年輪"
"YU-1785","河道B　19層　斧柄　最外1-5年輪"
"YU-1786","河道B 18〜19層　板目材　最外1-5年輪"
"YU-1787","河道A 23層　下流加工木1-5年輪"
"YU-1788","河道B 18〜19層　上流加工木1-5粘賃"
"YU-1803","試料名:HYKG-S1　SK02 種実貯蔵穴"
"YU-1804","試料名:HYKG-S2　SK02　種実貯蔵穴"
"YU-1805","SI06　炉"
"YU-1806","SI02　10層　埋甕上"
"YU-1807","SI01　炉"
"YU-1808","SI02　中層遺物集中"
"YU-1809","SI02　床の集中炭化材"
"YU-1810","SI02　床の集中炭化材"
"YU-1811","SI02　pit1"
"YU-1812","SI02　pit1"
"YU-2297","河道A　24層 AQ24層"
"YU-2298","土器敷き12層　AP11d区12層"
"YU-2299","土器敷き12層　AQ10c区12層"
"YU-2300","土器敷き11層　AP10a区11層サブベルト①"
"YU-2301","土器敷き12層　AP11b区土器敷き下一括　"
"YU-2853","土器敷き12層　AN10a区12層,沿い線浮遊1(土壌サンプルD53), 土器敷き11L層　AN11a区11L層土器敷き層ポイント取り上げ"
"YU-2854","河道C 7層　加工木最外縁"
"YU-2903","M'-15 Pit11"
"YU-2904","L'-14 Pit7"
"YU-2905","SE-03"
"YU-2994","河道A 23層　下流,舟状加工木,最外1-5年輪"
"YU-2995","河道A 23層　下流,杭,最外1-5年輪"
"YU-407","SI06　炉"
"YU-408","SI06　炉2中層"
"YU-409","SI03　炉体内上部"
"YU-410","SI02　2層"
"YU-411","SI02　4層"
"YU-412","SI01　炉"
"YU-413","SI02　床(4層)の板状材"
"YU-4138","曲輪Ⅰ･Ⅱ間堀切　堆積土下層　板材"
"YU-4139","曲輪Ⅰ･Ⅱ間堀切　堆積土下層　板材"
"YU-414","SI02　床"
"YU-4140","曲輪Ⅰ･Ⅱ間堀切　堆積土下層　杭"
"YU-4141","曲輪Ⅰ･Ⅱ間堀切　堆積土上層　炭化物"
"YU-4143","P26　柱"
"YU-4144","P26　柱"
"YU-4145","DY44(P44)　柱"
"YU-415","SI01　炉内2層"
"YU-416","SK04　貯蔵穴内"
"YU-417","SI03　炉堀方上面"
"YU-418","SI02　pit1"
"YU-419","SI02　pit3"
"YU-420","SI02　炉燃焼面"
"YU-421","SI12　火災面床上7cm　最外縁1年"
"YU-422","SI12　火災面床上7cm　最外縁から11年目"
"YU-423","SI12 火災面床上4cm　最外縁1-3年輪"
"YU-424","SI12 火災面床上4cm　最外縁から11年輪目"
"YU-425","SI12 火災面床上4cm　最外から縁17-18年輪目"
"YU-426","SI12 火災面　最外縁1-2年"
"YU-427","SI12　火災面床上3cm　最外縁1-5年"
"YU-428","SI12　火災面床上3cm　最外縁から11-15年輪"
